job_id,posting_year,country,region,city,company_name,company_size,industry,job_title,seniority_level,ai_mentioned,ai_keywords,ai_intensity_score,core_skills,ai_skills,salary_usd,salary_change_vs_prev_year_percent,automation_risk_score,reskilling_required,ai_job_displacement_risk,job_description_embedding_cluster,industry_ai_adoption_stage,survival_score,skill_category
510a083d-c929-452e-bca9-2224547c3f26,2011,Australia,Oceania,Tokyo,Prime Systems,Startup,Agriculture,ML Engineer,Senior,False,None,0.19,"Business Analysis, Cloud Computing, Software Engineering",None,73953,-3.34,0.75,False,Medium,13,Emerging,40.8058540206739,At-Risk
a1d10e35-770f-4502-9e76-66b978753835,2014,New Zealand,Oceania,New York,Prime Technologies,Medium,Education,Data Scientist,Lead,False,None,0.01,"Data Analysis, SQL, Research",None,77948,-4.39,0.69,False,High,7,Emerging,46.38601301408521,At-Risk
e39cdd94-1247-4380-89db-56c8a4b84f06,2017,China,East Asia,Singapore,Global Systems,Enterprise,Tech,Operations Manager,Lead,True,"NLP, deep learning, reinforcement learning",0.53,"SQL, Research, Project Management","NLP, deep learning, reinforcement learning",90257,1.72,0.19,True,High,8,Growing,57.64107270692032,Stable
5654e8ea-4fba-43f3-b7dc-d9d01972a6f6,2012,Netherlands,Europe,Nairobi,Global Solutions,Medium,Education,Software Engineer,Junior,False,None,0.09,"SQL, Communication, Data Analysis, Software Engineering, Business Analysis",None,64424,-1.97,0.9,False,High,6,Emerging,37.13560235265098,At-Risk
21f7cb94-8074-4252-b5cc-aff4ef10f046,2018,Pakistan,South Asia,Berlin,Future Technologies,Large,Agriculture,Operations Manager,Lead,True,machine learning,0.75,"Research, Python, SQL, Communication, Statistics, Software Engineering",machine learning,38150,5.57,0.2,True,High,1,Growing,44.16487425488101,At-Risk
c6e702bd-18d7-4197-a824-3e5f84e11474,2014,Nepal,South Asia,Seoul,Prime Technologies,Small,Energy,AI Researcher,Junior,True,"machine learning, NLP, deep learning",0.78,"Business Analysis, Python, Data Analysis, Statistics","machine learning, NLP, deep learning",32930,-1.46,0.27,True,Medium,13,Emerging,35.74516118719688,At-Risk
2271ac88-cf80-44e3-92a4-53287e166a52,2015,Kenya,Africa,Bangalore,NextGen Technologies,Large,Finance,Data Scientist,Executive,False,None,0.17,"Business Analysis, Statistics, Cloud Computing, Communication",None,18976,3.17,0.74,False,Low,8,Emerging,33.8441475300958,At-Risk
9357ad9b-1bec-4d4f-8f1f-f16f11d59302,2022,Nepal,South Asia,Bangalore,Global Systems,Medium,Agriculture,Research Scientist,Senior,False,None,0.02,"Statistics, Business Analysis, SQL, Project Management, Cloud Computing",None,31038,-3.21,0.89,False,Low,8,Growing,30.792951870492516,At-Risk
09bdb9b7-3e71-4e27-a2d4-1373b104850f,2023,Mexico,North America,Singapore,Prime Systems,Enterprise,Tech,Product Manager,Lead,False,None,0.11,"SQL, Cloud Computing, Research, Statistics, Project Management",None,103705,2.42,0.8,False,Medium,12,Mature,51.11157109682701,Stable
31370a02-1a92-4026-a7ec-76985675e6e5,2014,Jordan,Middle East,Sydney,Global Solutions,Large,Education,Business Analyst,Junior,False,None,0.08,"Communication, Statistics, Software Engineering, Project Management, Business Analysis, SQL",None,60168,-3.26,0.77,False,High,15,Emerging,39.47148120454998,At-Risk
2a36105f-9ede-4dbf-a803-e49a65790c86,2019,Germany,Europe,Toronto,Global Analytics,Enterprise,Agriculture,Systems Engineer,Executive,True,"reinforcement learning, NLP",0.52,"Business Analysis, Software Engineering, Communication, SQL","reinforcement learning, NLP",97050,5.32,0.17,True,Low,0,Growing,62.26268103337216,Stable
fce15c4e-c867-4d79-8acd-b82136b50b56,2017,Colombia,South America,Toronto,Future Analytics,Enterprise,Healthcare,Research Scientist,Executive,False,None,0.11,"Research, Software Engineering, Data Analysis, Statistics, Project Management, Business Analysis",None,47653,-3.79,0.64,False,Medium,7,Growing,39.71408818757787,At-Risk
8dd1bce3-ab19-4c1f-a886-a3eea77a7577,2025,Jordan,Middle East,Lagos,NextGen Technologies,Medium,Education,Software Engineer,Senior,True,"computer vision, NLP, MLOps",0.58,"Statistics, Research, Software Engineering, Project Management, Python, SQL","computer vision, NLP, MLOps",102722,6.8,0.17,True,Medium,12,Growing,63.2576068534873,Stable
cd3daa05-91a7-4e26-bbe7-a955c93ff38e,2022,Mexico,North America,Paris,NextGen Analytics,Startup,Government,AI Researcher,Mid,False,None,0.06,"Software Engineering, Python, Business Analysis, Data Analysis, Statistics, Project Management",None,92058,3.92,0.85,False,High,5,Growing,49.06730008053174,At-Risk
87e6f4f5-16ce-4479-9ce4-6d3973e37e11,2010,Indonesia,Southeast Asia,New York,Future Analytics,Enterprise,Energy,Product Manager,Junior,False,None,0.01,"Statistics, Communication, Business Analysis, Data Analysis, Project Management, Software Engineering",None,31284,-3.64,0.74,False,Low,15,Emerging,35.26557020218077,At-Risk
c24dc783-b4fa-49d9-895c-27a0916160da,2011,Mexico,North America,Tokyo,Global Technologies,Small,Retail,AI Researcher,Junior,False,None,0.16,"SQL, Project Management, Software Engineering, Statistics, Data Analysis, Business Analysis",None,75382,2.54,0.88,False,Low,19,Emerging,41.65357442719182,At-Risk
43abfb21-52d6-429c-84e9-b22ddc426580,2019,Argentina,South America,Tokyo,Global Solutions,Enterprise,Finance,Research Scientist,Intern,True,"MLOps, computer vision, reinforcement learning",0.92,"Statistics, Research, Business Analysis","MLOps, computer vision, reinforcement learning",56598,12.7,0.35,True,High,11,Growing,44.91577665657964,At-Risk
9a2124ed-634e-4002-b7af-21e5a15bf1bd,2020,Peru,South America,Lagos,NextGen Analytics,Large,Tech,ML Engineer,Executive,False,None,0.02,"Communication, Research, Software Engineering, Project Management, Business Analysis",None,51789,1.36,0.85,False,High,18,Growing,39.471792955322755,At-Risk
237dda66-c76f-4a26-ab58-92fc8cd76d82,2017,Israel,Middle East,New York,Prime Solutions,Medium,Finance,ML Engineer,Senior,False,None,0.05,"Statistics, Cloud Computing, Communication, Data Analysis",None,59859,1.1,0.71,False,High,8,Growing,44.65048774575963,At-Risk
960a0bdb-e5bc-468c-99fa-77d25828a4e6,2016,Australia,Oceania,Toronto,Prime Systems,Small,Finance,Software Engineer,Mid,False,None,0.1,"Business Analysis, Project Management, Cloud Computing, Statistics",None,82640,1.91,0.79,False,High,11,Emerging,46.714830822823856,At-Risk
d9771c41-36a2-43a4-90c1-68b6e9a33e65,2021,Vietnam,Southeast Asia,Nairobi,NextGen Technologies,Enterprise,Energy,AI Researcher,Executive,True,"LLMs, NLP, MLOps, deep learning",0.47,"Cloud Computing, Research, Communication, Python, SQL, Data Analysis","LLMs, NLP, MLOps, deep learning",50708,6.55,0.26,True,Low,11,Growing,51.32531712755558,Stable
c41a9305-8dd1-4716-8953-2be6a0f256d7,2010,Italy,Europe,Seoul,Prime Systems,Small,Agriculture,Data Scientist,Lead,False,None,0.19,"Software Engineering, Communication, Research, Data Analysis, SQL",None,60960,1.97,0.64,False,Low,8,Emerging,44.756910254848115,At-Risk
603303c5-832d-4835-a44b-80385b8e0543,2012,Singapore,Southeast Asia,London,Prime Technologies,Large,Energy,Policy Analyst,Senior,True,deep learning,0.48,"Software Engineering, Cloud Computing, Business Analysis, Data Analysis, Research, Statistics",deep learning,45359,-1.96,0.4,True,Low,19,Emerging,40.21159809589724,At-Risk
c73e30bb-0373-490b-8bc9-9ec03db8ca84,2016,Argentina,South America,Dubai,Prime Solutions,Startup,Manufacturing,Data Scientist,Junior,False,None,0.03,"Cloud Computing, Software Engineering, SQL, Statistics, Research",None,36035,-4.97,0.74,False,Medium,18,Emerging,35.026752914028805,At-Risk
710c257b-c349-4af4-b55a-c0dcc23eca59,2013,Egypt,Africa,Bangalore,Future Analytics,Small,Agriculture,Software Engineer,Senior,False,None,0.18,"Business Analysis, Cloud Computing, Software Engineering, Project Management, Python",None,21542,-4.29,0.65,False,High,1,Emerging,32.030633114378226,At-Risk
7f4d6e30-8692-4032-8cf7-b24f9859c302,2018,South Korea,East Asia,Paris,Prime Solutions,Startup,Tech,ML Engineer,Lead,True,reinforcement learning,0.85,"Software Engineering, SQL, Communication, Data Analysis, Project Management, Business Analysis",reinforcement learning,97664,14.92,0.15,True,Medium,3,Growing,62.66202587317426,Stable
654bbe6f-2839-48c5-9d68-17aab20a4904,2023,Netherlands,Europe,Bangalore,Future Systems,Medium,Government,Systems Engineer,Lead,False,None,0.08,"Research, Software Engineering, Business Analysis",None,89917,-4.63,0.63,False,Low,6,Growing,49.22250131766938,At-Risk
ae57566e-fb55-4567-83b3-1e9058069869,2025,New Zealand,Oceania,Nairobi,NextGen Technologies,Startup,Government,Business Analyst,Lead,True,"LLMs, computer vision",0.88,"Research, Business Analysis, SQL","LLMs, computer vision",131344,5.38,0.29,True,Low,3,Growing,58.9318194637065,Stable
eac63c56-920c-4904-b335-9fe7e741f04d,2014,Singapore,Southeast Asia,Paris,NextGen Analytics,Medium,Government,AI Researcher,Lead,False,None,0.05,"SQL, Cloud Computing, Business Analysis, Data Analysis",None,36974,4.8,0.67,False,High,8,Emerging,43.30747675611173,At-Risk
b00e809e-841a-46a5-8e31-af105257fa6e,2019,Canada,North America,Singapore,NextGen Technologies,Small,Government,Research Scientist,Senior,False,None,0.1,"Business Analysis, Python, Statistics, Software Engineering",None,84431,2.63,0.71,False,Medium,12,Growing,49.9728342030331,At-Risk
729f4003-da4e-4bbf-ae66-3456c18bbdc2,2025,Japan,East Asia,Seoul,NextGen Systems,Small,Tech,Operations Manager,Mid,True,"deep learning, MLOps, computer vision",0.45,"Communication, Business Analysis, SQL, Research, Data Analysis","deep learning, MLOps, computer vision",125397,5.2,0.14,True,High,17,Mature,70.62587742816473,Stable
6687d3f5-209b-436c-8328-c575fb39d481,2025,South Korea,East Asia,London,Prime Systems,Startup,Agriculture,Software Engineer,Senior,False,None,0.05,"Cloud Computing, Python, Research, Data Analysis",None,84161,-2.13,0.67,False,Low,9,Growing,49.007287686657435,At-Risk
c43eb502-7458-4d94-b0c5-cc630477600f,2023,Bangladesh,South Asia,Dubai,NextGen Technologies,Small,Healthcare,Operations Manager,Executive,True,"NLP, deep learning",0.44,"Software Engineering, Cloud Computing, Python, Business Analysis, Project Management","NLP, deep learning",43249,13.06,0.17,True,Medium,17,Growing,57.25863313816909,Stable
66500a7a-d158-43ec-acdc-7d07fddc7df4,2024,Germany,Europe,Singapore,Future Solutions,Enterprise,Retail,Data Scientist,Executive,True,"LLMs, computer vision, NLP, deep learning",0.95,"Cloud Computing, Python, Research, Communication, Statistics, Project Management","LLMs, computer vision, NLP, deep learning",131923,6.39,0.21,True,Medium,7,Growing,60.71653176263233,Stable
0182cee0-0d2e-4c4a-8006-3abf2c8ccd20,2016,Pakistan,South Asia,Dubai,Future Technologies,Small,Manufacturing,Software Engineer,Mid,False,None,0.18,"Business Analysis, Data Analysis, Project Management, SQL, Cloud Computing",None,24636,-1.91,0.73,False,Medium,16,Emerging,31.854489153428602,At-Risk
6979ef4a-dd7b-47cf-ab0f-1e3a13f3082b,2015,New Zealand,Oceania,London,NextGen Technologies,Large,Manufacturing,Systems Engineer,Lead,False,None,0.06,"SQL, Business Analysis, Python, Data Analysis, Cloud Computing",None,83056,3.04,0.74,False,Low,14,Emerging,49.84255730344568,At-Risk
819e3ccf-4686-4d86-b847-db568a1d95e1,2022,Bangladesh,South Asia,Dubai,NextGen Systems,Startup,Retail,Operations Manager,Executive,False,None,0.09,"Business Analysis, SQL, Data Analysis, Python, Communication",None,28175,4.43,0.7,False,Medium,15,Growing,39.459613159972314,At-Risk
7061083f-edc9-4dce-b2bb-561097259e17,2017,Brazil,South America,Dubai,NextGen Analytics,Small,Agriculture,Software Engineer,Senior,False,None,0.07,"Cloud Computing, Python, Statistics, SQL, Project Management, Software Engineering",None,48059,1.96,0.76,False,Low,11,Growing,40.75531391239542,At-Risk
e82d1003-1151-44de-bd5e-beaee0764884,2021,Chile,South America,New York,Future Technologies,Large,Tech,ML Engineer,Lead,True,reinforcement learning,0.45,"SQL, Research, Project Management, Cloud Computing",reinforcement learning,59541,13.31,0.39,True,Low,7,Growing,54.1515652777637,Stable
af0a8661-6ad5-4679-9166-596671dabb4e,2010,Pakistan,South Asia,Berlin,Global Solutions,Small,Manufacturing,AI Researcher,Lead,False,None,0.11,"Python, Data Analysis, Cloud Computing, Communication, SQL",None,21791,-3.9,0.86,False,High,13,Emerging,27.439149453486614,At-Risk
77921993-0396-4020-b3ec-50075b582599,2012,Australia,Oceania,New York,Future Analytics,Large,Government,Data Scientist,Intern,False,None,0.1,"Business Analysis, Communication, SQL, Project Management, Statistics, Research",None,60819,0.04,0.88,False,Low,2,Emerging,38.06657074683307,At-Risk
97f47cbc-3686-496a-9333-388e145b5fed,2014,Nepal,South Asia,Paris,Future Analytics,Small,Finance,Policy Analyst,Lead,False,None,0.13,"SQL, Communication, Project Management, Software Engineering, Business Analysis, Research",None,22724,-1.75,0.9,False,Medium,10,Emerging,27.44468302485461,At-Risk
a41f1e67-b808-46ef-a32e-a826f13b7bf3,2023,Thailand,Southeast Asia,London,Future Technologies,Medium,Finance,Policy Analyst,Intern,True,"generative AI, deep learning, reinforcement learning",0.91,"SQL, Business Analysis, Statistics, Research, Software Engineering","generative AI, deep learning, reinforcement learning",50798,15.81,0.13,True,Medium,1,Mature,52.48920251987228,Stable
1c4ec105-0dd1-44b4-93db-b7b75e0267a9,2019,Jordan,Middle East,Seoul,Future Systems,Startup,Retail,Business Analyst,Lead,False,None,0.04,"Business Analysis, Research, Python, Cloud Computing",None,66485,-2.76,0.63,False,High,8,Growing,46.166462954196724,At-Risk
a939bb64-8624-49aa-b8ad-46fd18628932,2018,United States,North America,Lagos,Global Systems,Medium,Manufacturing,Policy Analyst,Junior,False,None,0.04,"Business Analysis, Software Engineering, Statistics, SQL, Data Analysis, Research",None,77510,1.57,0.62,False,High,10,Growing,51.68145745555041,Stable
b9516a66-1763-42b0-8041-d6e6ba3cf179,2014,Brazil,South America,Tokyo,Global Solutions,Enterprise,Healthcare,Systems Engineer,Intern,True,NLP,0.64,"Communication, Software Engineering, Cloud Computing, Python, SQL",NLP,53628,1.07,0.22,True,Medium,19,Emerging,46.18092685634286,At-Risk
6d23684e-0fce-4173-8762-a2cdbf72607e,2016,United States,North America,Sydney,NextGen Technologies,Small,Manufacturing,Systems Engineer,Lead,False,None,0.15,"Research, Communication, Statistics, Python",None,77382,-3.8,0.75,False,Medium,1,Emerging,42.04850365592947,At-Risk
7f2b893b-318e-49c7-83d1-a5dbae8b2aff,2024,China,East Asia,Seoul,Future Systems,Medium,Finance,Systems Engineer,Intern,True,"MLOps, NLP, machine learning, computer vision",0.41,"Business Analysis, Communication, SQL, Project Management","MLOps, NLP, machine learning, computer vision",103592,15.42,0.29,True,Medium,10,Mature,68.8727287442284,Stable
0df474d5-2a1e-41eb-92b6-7cd6643148d2,2015,Kenya,Africa,Seoul,NextGen Technologies,Enterprise,Finance,Software Engineer,Junior,False,None,0.11,"Project Management, Data Analysis, Research, Business Analysis, Statistics",None,18799,2.76,0.71,False,Low,5,Emerging,35.63817553617236,At-Risk
2036d0ba-21d8-4a11-a6da-fe9529ecf877,2024,Thailand,Southeast Asia,Paris,Global Solutions,Medium,Retail,Operations Manager,Senior,True,reinforcement learning,0.64,"Python, Statistics, Cloud Computing",reinforcement learning,56112,8.57,0.12,True,Low,2,Growing,54.61465976783451,Stable
e2b39117-2cdc-4840-8e5f-a9e7e4577a51,2024,New Zealand,Oceania,Seoul,Future Systems,Startup,Agriculture,Policy Analyst,Executive,True,"generative AI, LLMs",0.66,"Python, Project Management, Software Engineering, Research","generative AI, LLMs",115685,5.8,0.13,True,High,16,Growing,65.01336688975931,Stable
b34fc021-a6fc-4643-b9f0-444b52506ca9,2021,Netherlands,Europe,Bangalore,Future Technologies,Large,Manufacturing,Product Manager,Intern,True,"machine learning, MLOps, generative AI",0.76,"Statistics, Cloud Computing, Business Analysis, SQL","machine learning, MLOps, generative AI",97171,6.23,0.3,True,High,2,Growing,54.18289109244186,Stable
7a1e3907-a699-4a0e-a513-fa033cd8d927,2022,Jordan,Middle East,Sao Paulo,Prime Solutions,Small,Retail,Data Scientist,Mid,False,None,0.17,"Data Analysis, Project Management, Statistics, Business Analysis, Research",None,72871,1.85,0.76,False,Low,7,Growing,44.059161537691836,At-Risk
17957a82-2923-4eac-b2e8-e2d25eb3148c,2012,France,Europe,Nairobi,NextGen Analytics,Startup,Manufacturing,ML Engineer,Junior,False,None,0.11,"Communication, Data Analysis, Software Engineering, Python",None,68153,0.27,0.8,False,Medium,11,Emerging,42.0056506411467,At-Risk
ac7de84e-14ab-4763-bbdf-1045473b349a,2019,Egypt,Africa,Singapore,Prime Analytics,Small,Government,Business Analyst,Senior,False,None,0.06,"Data Analysis, Project Management, Communication, Business Analysis, Software Engineering, Python",None,24976,-0.31,0.85,False,High,15,Growing,31.772538349468046,At-Risk
e34e7dd7-fda0-4519-bffd-f85b465791b9,2013,Nepal,South Asia,Sydney,Global Technologies,Startup,Agriculture,Operations Manager,Mid,False,None,0.15,"Business Analysis, Python, Communication",None,20314,4.05,0.64,False,High,11,Emerging,38.10844474025706,At-Risk
220c2d55-af8e-4bc8-ad0a-3acd2b8210cf,2012,Egypt,Africa,Berlin,Global Solutions,Small,Retail,Operations Manager,Executive,False,None,0.19,"Software Engineering, Communication, Python, Research",None,21021,1.5,0.84,False,Low,8,Emerging,29.79712911556622,At-Risk
79c14bb7-a231-4964-8952-0ce95bd0682b,2023,South Africa,Africa,Seoul,Prime Systems,Medium,Finance,Policy Analyst,Lead,True,machine learning,0.53,"Data Analysis, Cloud Computing, Business Analysis, Python",machine learning,36488,13.1,0.12,True,High,11,Mature,55.519936890865296,Stable
f5e16521-9d1a-4255-b640-3d96f6f16608,2023,Ghana,Africa,Toronto,Global Analytics,Startup,Healthcare,Product Manager,Mid,True,"deep learning, LLMs, MLOps",0.68,"Statistics, SQL, Communication","deep learning, LLMs, MLOps",40159,12.2,0.22,True,Low,3,Growing,49.72781082180596,At-Risk
de722795-b511-4a43-9ee1-c19edba66eb5,2011,Pakistan,South Asia,Toronto,NextGen Technologies,Enterprise,Retail,Software Engineer,Executive,False,None,0.13,"Python, Cloud Computing, Project Management, Communication, SQL, Business Analysis",None,22641,1.85,0.89,False,Medium,9,Emerging,30.076570093715787,At-Risk
7addb9b0-a802-4f58-bbea-3df931fdf060,2025,New Zealand,Oceania,Singapore,Future Systems,Startup,Manufacturing,Product Manager,Senior,False,None,0.04,"Software Engineering, Business Analysis, Statistics, SQL, Project Management, Communication",None,90205,2.81,0.86,False,Medium,16,Growing,48.041294886398724,At-Risk
2b4c5bb5-d720-4fdc-b4eb-137b1cf3dad8,2023,UAE,Middle East,Lagos,Prime Technologies,Large,Finance,Operations Manager,Mid,True,"LLMs, NLP",0.46,"Python, Statistics, Business Analysis, Data Analysis, Research, Communication","LLMs, NLP",92276,8.84,0.23,True,Low,12,Mature,62.92601916803073,Stable
34460cc1-f548-4a21-935d-e0e5d4051e35,2015,Nepal,South Asia,Sao Paulo,Future Solutions,Small,Tech,Systems Engineer,Lead,False,None,0.14,"Communication, Data Analysis, Software Engineering",None,22573,-3.74,0.67,False,Medium,11,Emerging,32.81301247382904,At-Risk
35a7fe95-c9ca-4328-9f3d-c7f78fb443b5,2014,Singapore,Southeast Asia,Toronto,Prime Systems,Medium,Agriculture,Business Analyst,Mid,False,None,0.13,"Project Management, Cloud Computing, Software Engineering, SQL, Python, Business Analysis",None,31076,-3.87,0.82,False,Low,14,Emerging,30.270375369180567,At-Risk
3de0e43d-d8ba-4158-b131-f011037c39a7,2012,Poland,Europe,Lagos,NextGen Solutions,Medium,Retail,Policy Analyst,Junior,False,None,0.11,"Project Management, Data Analysis, Communication",None,59600,-2.0,0.65,False,Medium,0,Emerging,43.17087535058588,At-Risk
d7a9c2d7-0069-4254-953a-fafe27434280,2021,Nepal,South Asia,Nairobi,Prime Systems,Enterprise,Government,ML Engineer,Mid,True,deep learning,0.57,"Software Engineering, Communication, Statistics",deep learning,42821,14.35,0.26,True,Low,17,Growing,52.707941259720535,Stable
86b01136-e873-40da-87b4-7dd793bb2049,2023,France,Europe,Tokyo,Future Solutions,Startup,Agriculture,Software Engineer,Mid,False,None,0.1,"Research, Cloud Computing, Data Analysis, Statistics",None,78499,-3.38,0.88,False,Medium,19,Growing,39.66465896699408,At-Risk
078d35f0-ec46-49a2-bbd1-0d9e44ebc3fb,2015,Australia,Oceania,Seoul,Global Systems,Small,Healthcare,Data Scientist,Executive,False,None,0.14,"Project Management, Business Analysis, Python, Communication, Statistics",None,77107,3.43,0.77,False,High,9,Emerging,46.3082446206595,At-Risk
ea9dfd4e-1935-4531-a9b3-cb79ce39fcb5,2017,Qatar,Middle East,Singapore,NextGen Solutions,Medium,Energy,Product Manager,Executive,False,None,0.14,"Business Analysis, Data Analysis, Statistics, Cloud Computing, Communication",None,54294,-0.84,0.74,False,Low,10,Growing,39.47848293703208,At-Risk
dcad2123-283c-47b5-a8e4-4864efe57f34,2013,Egypt,Africa,Tokyo,NextGen Solutions,Large,Manufacturing,Research Scientist,Executive,False,None,0.02,"Project Management, Data Analysis, Software Engineering, Cloud Computing, Communication",None,18385,-1.16,0.78,False,Medium,9,Emerging,32.68973354091505,At-Risk
c0ba4e59-e76d-4e8f-bb62-895cad57f65d,2012,Singapore,Southeast Asia,Dubai,Prime Solutions,Enterprise,Energy,Policy Analyst,Intern,False,None,0.05,"Business Analysis, Data Analysis, Cloud Computing",None,32595,-4.51,0.68,False,High,11,Emerging,35.981720071409434,At-Risk
569cb3d8-8581-445d-a08d-5f02ac2133e3,2011,South Korea,East Asia,Nairobi,Future Systems,Startup,Energy,ML Engineer,Intern,False,None,0.04,"Statistics, Communication, Research, Business Analysis, SQL, Software Engineering",None,57554,-4.26,0.75,False,High,16,Emerging,39.652402958464535,At-Risk
eaa26965-97fa-4774-8a02-76351bb03cd6,2011,China,East Asia,Berlin,Future Solutions,Small,Tech,ML Engineer,Senior,False,None,0.16,"Communication, Statistics, Software Engineering, Research, Cloud Computing",None,56978,-3.51,0.87,False,Medium,15,Emerging,34.017165690457546,At-Risk
bfd97dc0-455f-4553-8111-1e67d5355ec3,2020,Canada,North America,Toronto,Future Technologies,Large,Finance,Data Scientist,Lead,False,None,0.16,"Data Analysis, Research, Business Analysis, SQL, Statistics, Software Engineering",None,97151,1.88,0.61,False,Low,18,Growing,54.03913240067667,Stable
c14573ab-bda8-4a12-a65d-9a908b9345c1,2010,Argentina,South America,Toronto,Global Technologies,Medium,Government,Policy Analyst,Junior,False,None,0.08,"Software Engineering, Research, Business Analysis, Data Analysis, SQL",None,31890,0.02,0.78,False,Medium,17,Emerging,35.18589720496348,At-Risk
89ea6aee-39ca-448e-ae74-1bf56cee1280,2021,Nepal,South Asia,Bangalore,Future Technologies,Enterprise,Manufacturing,Operations Manager,Mid,False,None,0.19,"Statistics, Research, Cloud Computing, Data Analysis, Python, Software Engineering",None,24836,-2.02,0.88,False,High,17,Growing,27.126018629827172,At-Risk
6a1c823b-0d76-4fbe-807b-bbe865249cc5,2021,Taiwan,East Asia,Seoul,Future Solutions,Medium,Healthcare,ML Engineer,Intern,True,generative AI,0.91,"Project Management, Python, Communication, Statistics",generative AI,107201,14.72,0.16,True,Low,1,Growing,63.09771835471787,Stable
4354083c-4873-4836-841c-d0bb9ac7d0b3,2020,Colombia,South America,Sao Paulo,Prime Analytics,Startup,Government,AI Researcher,Mid,False,None,0.03,"Cloud Computing, Python, SQL, Statistics, Communication",None,51840,4.78,0.65,False,Low,17,Growing,47.51521835039446,At-Risk
7aaf7b46-64b2-4902-9af9-a5460a52fa3f,2023,United States,North America,Bangalore,Global Systems,Startup,Healthcare,Business Analyst,Lead,False,None,0.08,"Statistics, Cloud Computing, Software Engineering",None,97165,4.37,0.89,False,High,17,Growing,48.867491944442335,At-Risk
f1483de7-2b46-43f5-8a63-7ba1f13cbf91,2014,New Zealand,Oceania,Lagos,NextGen Systems,Large,Agriculture,Product Manager,Mid,False,None,0.16,"Data Analysis, Business Analysis, Research, Cloud Computing",None,69102,2.31,0.79,False,Medium,2,Emerging,42.84284912937333,At-Risk
e25f42ca-db03-436d-8cb2-520bf8e9b1a0,2015,China,East Asia,Singapore,Future Systems,Large,Healthcare,Business Analyst,Executive,False,None,0.05,"Project Management, Python, SQL, Communication, Data Analysis",None,58710,-2.64,0.83,False,Low,12,Emerging,38.360297640142264,At-Risk
